title,author,publisher,date,format,contrib_personal,contrib_corporate,location
"The third thing : a selection, by Ralph Kiggell, of writing on the subject of water /","Kiggell, Ralph,","Old Stile Press,",[2013].,1 volume (unpaged) : color illustrations ;,"McDowall, Nicolas,","Old Stile Press,Fine Book Bindery (Firm),",SEVIER-OV Z232 .O43 T45 2013
Leading the cranes home : a selection of Chinese poems /,,"Old Stile Press,",[2006],1 volume (unpaged) : color illustrations ;,"Waley, Arthur, Kiggell, Ralph, McDowall, Nicolas,","Old Stile Press,ArjoWiggins (Firm),",SEVIER-OV PL2658 .E3 L38 2006
A thonnau gwyllt y Môr = And the wild waves of the sea /,"Jones, Shirley, 1934 November 14-","[Red Hen Press],",[2011],1 volume (8 folders) : illustrations (chiefly color) ;,"Sewell, John (John A.),","Red Hen Press,",SEVIER-OV N7433.4 .J66 T49 2011
Impressions /,"Jones, Shirley, 1934 November 14-","Red Hen Press,",[1984],"1 box (9 unnumbered sheets (8 folded)), 8 unnumbered leaves of plates : color illustrations ;",,"Red Hen Press,",SEVIER-OV NE2047.6 .J66 A4 1984
Taith Arall : an other journey /,"Jones, Shirley, 1934 November 14-","Gwasg Gregynog,",[2007],54 unnumbered pages : illustrations (some color) ;,"Sewell, John (John A.),","Gwasg Gregynog (1974-   ),",SEVIER-OV N7433.4 .J66 T35 2007
Terra contigua [or Border country /,"Jones, Shirley, 1934 November 14-","[Red Hen Press],",[2009],1 volume (unpaged) : color illustrations;,"Vaughan, Henry, 1621-1695. Traherne, Thomas, -1674 Sewell, John (John A.), Richardson, Maureen,","Gwasg Gregynog (1974-   ),Red Hen Press,",SEVIER-OV N7433.4 .J66 T47 2009
Two moons.,"Jones, Shirley, 1934 November 14-","Red Hen Press,",[1991],35 unnumbered pages : 9 illustrations (some color) ;,"Shakespeare, William, 1564-1616.",Red Hen Press.,SEVIER-OV N7433.4 .J66 T86 1991
Broken streets of my city = Las calles rotas de mi ciudad /,"Behar, Ruth, 1956-","Ediciones Vigía,",2013.,1 volume (unpaged) : illustrations (some color) ;,"Estévez Jordán, Rolando, 1950-",Ediciones Vigía.,SEVIER-OV N7433.4 .B4258 B76 2013
Canto a Matanzas /,"Makú, José García, 1910-1983,","Centro de Promoción Literaria José Jacinto Milanés y Ediciones Vigía,",[2013],1 folded leaf : illustrations ;,"Milián, Adrián,",Ediciones Vigía.,SEVIER N7433.4 .M31 C36 2013
Zoológico /,"Alvarez Herrera, Isván, 1976-","Ediciones Vigía,",2014.,"10 pages, 6 unnumbered pages : illustrations (some colored) ;","Ponce, Agustina, Valero, Elizabeth,","Ediciones Vigía,",SEVIER N7433.4 .V35 Z66 2014
Canto a Matanzas /,"Oliver Labra, Carilda,","Ediciones Vigía,",2014.,1 folded leaf : color illustrations ;,"Ríos, Marialva,",Ediciones Vigía.,SEVIER N7433.4 .R57 C25 2014
Las memorias vacías de Solange Bañuelos /,"Hernández-Lorenzo, Maité,","Ediciones Vigía,",2014.,58 pages : illustrations ;,"Alpizar Linares, Mayra,",Ediciones Vigía.,SEVIER PQ7392 .H475 M46 2014
De codos en el puente /,"Milanés, José Jacinto, 1814-1863,","Ediciones Vigía,",2014.,1 sheet  : color illustrations ;,"Ortega Villazón, Erick, Ponce, Agustina,",Ediciones Vigía.,SEVIER N7433.4 .O82 D4 2014
Ya yo también estoy entre los otros /,"García Marruz, Fina, 1923-","Ediciones Vigía,",2014.,1 sheet : illustrations ;,"Valero, Elizabeth, Ruiz Montes, Laura, 1966-",Ediciones Vigía.,SEVIER PQ7390 .G364 Y3 2014
Lilac wind : poems by W.R. Johnson on a pulp painting made by Claire Van Vliet with Kathryn Clark.,"Johnson, W. R. (Walter Ralph), 1933-","Janus Press,",1983.,1 folded sheet (9 unnumbered pages) : color illustrations ;,"Van Vliet, Claire. Clark, Kathryn (Kathryn Haugh), 1944-",Janus Press.Twinrocker Handmade Paper.,SEVIER-OV PS3560 .O3865 L5 1983
Through a papermaker's eye : artists' books from the Dieu Donné collection of Susan Gosin.,Grolier Club.,"Grolier Club,",[2012],"1 folded sheet, 11 cards : chiefly ill. ;","Gosin, Susan.",,SEVIER TS1083 .U6 G76 2012
What the owl said /,"Cortese, James,","Janus Press,",©1979.,26 pages : illustrations (some color) ;,"Van Vliet, Claire, Bicknell, Jim,","Janus Press,",SEVIER-OV PZ8.2 .C66 W78 1979
Designating duet /,"McPherson, Sandra.","Janus Press,",1989.,18 unnumbered pages ;,"Van Vliet, Claire. MacGregor, Katie.",Janus Press.,SEVIER PS3563 .A326 D4 1989
Four months/four seasons.,"Fine, Ruth, 1941-","Janus Press,",2009-2010],4 v. : all col. ill. ;,"MacGregor, Katie. Fine, Ruth, 1941- Fine, Ruth, 1941- Fine, Ruth, 1941- Fine, Ruth, 1941-",Janus Press.,SEVIER N7433.4 .F553 F56 2009
A Janus Press collection.,"William & Nina Matheson Books,","William & Nina Matheson Books, Inc.,",[2008?],1 volume (unpaged) ;,"Fine, Ruth. Fine, Ruth.",,SEVIER-OV Z232 .J36 W55 2008
Westward bound : an exhibition celebrating book arts in the West.,,"[publisher not identified],",[1998?],55 pages : color illustrations ;,,University of Utah.,SEVIER N7433.3 .W47 1998
"Text as inspiration : artists' books and literature : National Gallery of Art, July 30, 2011 - January 29, 2012 /",,"National Gallery of Art,",2011.,[12] p. (incl. covers) : col. ill. ;,"Doumato, Lamia.",National Gallery of Art (U.S.),SEVIER N7433.3 .T49 2011 SEVIER N7433.3 .T49 2011
Strokephone : brain phone interface : uploading knowledge in the human brain /,"Kermaire, Christine,","Christine Kermaire,",[2014],1 volume  : illustrations ;,,,SEVIER N7433.4 .K47 S77 2014
The Alder : a poem /,"Thomas, Donna (Donna Sue)","Peter & Donna Thomas,",2012.,[6] pages in case : color illustrations ;,"Thomas, Peter (Peter R.)",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T4645 A434 2012
The pencil /,"Thomas, Peter (Peter R.)","Peter and Donna Thomas,",2010.,8 p. : ill. ;,"Thomas, Donna (Donna Sue)",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T56 P35 2010
Sometimes I pretend : a poem /,"Nye, Naomi Shihab.","Peter and Donna Thomas,",2014.,1 scroll : col. ill. ;,"Thomas, Peter (Peter R.) Thomas, Donna (Donna Sue)",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T534 N94 2014
A brief history of the ukulele.,"Thomas, Peter (Peter R.),","Peter & Donna Thomas,",2003.,[30] p. : col. ill. ;,"Thomas, Donna (Donna Sue),",Peter & Donna Thomas (Firm),SEVIER-OV N7433.4 .T46 B75 2003
Meditations at the edge : paper and spirit /,"Field, Dorothy, 1944-","Peter and Donna Thomas,",1996.,"29 pages on folded leaves, [4] pages of plates in frame : illustrations ;",,"Peter & Donna Thomas (Firm),",SEVIER XXN7433.4 .F53 M43 1996
The actual accordion book /,"Thomas, Peter (Peter R.),","[Peter and Donna Thomas],",2014.,1 instrument : color illustrations ;,"Thomas, Donna (Donna Sue),",,SEVIER XXN7433.3 .T46 2014
Wilderness : a quote by Sigurd Olson.,"Olson, Sigurd F., 1899-1982.","Peter & Donna Thomas,",2009.,1 v. (unpaginated) : col. ill. ;,"Thomas, Peter (Peter R.), Thomas, Donna (Donna Sue),",,SEVIER XXF607 .O386 2009
1000 artists' books : exploring the book as art /,"Salamony, Sandra,","Quarry Books,",2012.,320 pages : color illustrations ;,,Peter & Donna Thomas (Firm),SEVIER XXN7433.3 .S35 2012
Not paper /,"Thomas, Peter (Peter R.)","Peter & Donna Thomas,",2010.,[17] leaves folded between boards : col. ill. ;,"Thomas, Donna (Donna Sue)",Peter & Donna Thomas (Firm),SEVIER TS1124 .T465 2010
The wine /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2008.,[12] pages : color illustrations ;,,,SEVIER N7433.4 .T535 W56 2008
Just because I'm blonde /,"Thomas, Suzanne (Suzanne Lydia), 1984-","S. Thomas,",[2006],[15] pages : illustrations (some color) ;,,,SEVIER N7433.4 .T535 J87 2006
Santa Cruz ABC's /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2007.,1 volume (unpaged) : color illustrations ;,,,SEVIER N7433.4 .T535 S36 2007
Beaches of Kauai /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Lydia Thomas,",2008.,1 volume (unpaged) : color illustrations ;,"Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 B43 2008
Landscapes of Kauai /,"Thomas, Suzanne (Suzanne Lydia), 1984-","S. Thomas],",2008.,1 v. (unpaged) : all col. ill. ;,,,SEVIER N7433.4 .T535 L36  2008
The circus : a quote by Mark Twain /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2007.,1 volume (unpaged) : color illustrations ;,"Thomas, Peter (Peter R.),",,SEVIER GV1815 .T45 2007
The heart /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2008.,6 unnumbered pages : color illustrations ;,"Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 H43 2008
Bliss /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2007.,"1 volume (10 unnumbered pages) : color illustrations, maps ;","Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 B55 2007
Pay phone /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2006.,1 volume (unpaged) : color illustrations ;,"Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 P39 2006
Coastal California /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Weinert,",2009.,"1 volume (unpaged) : color illustrations, maps ;","Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 C63 2009
"This is nothing new to any surfer, anywhere /","Weinert, Tobias,","Suzanne Thomas,",2009.,"1 volume (unpaged) : color illustrations, maps ;","Thomas, Suzanne (Suzanne Lydia), 1984-",,SEVIER GV839.66 .C4 W45 2009
Eighth grade /,"Thomas, Suzanne (Suzanne Lydia), 1984-","[Peter and Donna Thomas],",1998.,10 unnumbered pages : illustrations ;,"Thomas, Peter (Peter R.) Thomas, Donna (Donna Sue)",,SEVIER N7433.4 .T535 E55 1998
Big Sur /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2007.,1 volume (unpaged) : all color illustrations ;,,,SEVIER N7433.4 .T535 B54 2007
Counting with tools /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2007.,1 volume (unpaged) : color illustrations ;,,,SEVIER N7433.4 .T535 C68 2007
1-2-3 France /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2006.,"1 volume (unpaged) : all color illustrations, maps ;",,,SEVIER N7433.4 .T535 F73 2006
Hotspring camping : Suzanne & Rebecca in the Southern Sierra : along the Kern River /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2006.,10 unnumbered pages : color illustrations ;,"Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 H68 2006 SEVIER N7433.4 .T535 H68 2006
Imagine /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Thomas,",2007.,1 volume (8 unnumbered pages) : color illustrations ;,"Thomas, Peter (Peter R.),",,SEVIER N7433.4 .T535 I63 2007 SEVIER N7433.4 .T535 I63 2007
Beauty /,"Thomas, Donna (Donna Sue)","Peter and Donna Thomas,",2009.,1 sheet (18 p.) : ill. ;,"Muir, John, 1838-1914. Thomas, Peter (Peter R.)",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T54 B43 2009
Drop dead.,,"Good Book Press,",1987.,4 unnumbered pages : illustrations ;,,Good Book Press.,SEVIER XXN7433.3 .D76 1987
A gipsy caravan /,"Grahame, Kenneth, 1859-1932.","Peter & Donna Thomas,",2009.,1 v. (unpaged) : col. ill. ;,"Thomas, Peter (Peter R.), Thomas, Donna (Donna Sue),",,SEVIER PR4726 .G56 2009
Good luck /,"Thomas, Peter (Peter R.)","P & D Thomas,",200.,1 volume (unpaged) : illustrations ;,"Thomas, Donna (Donna Sue)",,SEVIER XXN7433.4 .T52 G66 2002
Happy birthday /,"Thomas, Peter (Peter R.)","[P & D Thomas],",2002.,1 volume (unpaged) : illustrations ;,"Thomas, Donna (Donna Sue)",,SEVIER XXN7433.4 .T52 H36 2002
Love is everlasting : a Hawaiian proverb /,"Thomas, Peter (Peter R.)","[Peter & Donna Thomas],",2003.,1 v. (unpaged) : col. ill. ;,"Thomas, Donna (Donna Sue)",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T56 L68 2003
Cruces /,"Thomas, Peter (Peter R.)","Peter and Donna Thomas,",2013],2 folded sheets : color illustrations ;,"Thomas, Donna (Donna Sue)",,SEVIER XXN7433.4 .T525 C78 2013
[Don't fence me in] /,"Thomas, Peter (Peter R.)","Peter & Donna Thomas,",2010.,1 sheet ([12] p.) : ill. ;,"Thomas, Donna (Donna Sue) Porter, Cole, 1891-1964.",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T56 D6 2010
55.,,"Peter & Donna Thomas,",2012.,4 unnumbered leaves : illustrations ;,"Thomas, Peter (Peter R.), Muir, John, 1838-1914.",Peter & Donna Thomas (Firm),SEVIER XXN7433.4 .T534 F54 2012
"""A cause of astonishment-- and celebration-- "" : Printers' Chappel of Santa Cruz.",,"Printers' Chappel of Santa Cruz,",[1991],32 unnumbered pages : illustrations (some color) ;,,Printers' Chappel of Santa Cruz.,SEVIER XXN7433.35 .U6 C38 1991
Chile : South America /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Lydia Weinert,",2008.,1 volume (unpaged) : color illustrations ;,,,SEVIER N7433.4 .T535 C55 2008
Deeper roots : with a quote by Dolly Parton /,"Thomas, Suzanne (Suzanne Lydia), 1984-","Suzanne Weinert,",2011.,1 volume (unpaged) : illustrations (some color) ;,,,SEVIER N7433.4 .T535 D44 2011
Ode to a chestnut on the ground /,"Neruda, Pablo, 1904-1973,","Verdigris,",2013.,17 unnumbered pages : illustrations ;,"Peden, Margaret Sayers, Rothchild, Judith, Lintott, Mark, Neruda, Pablo, 1904-1973.","Verdigris (Firm),",SEVIER PQ8097 .N4 O34 2013
Letters.,,"[Peter and Donna Thomas] :[Middle Tennessee State University],",2015.,1 volume (unnumbered) : color illustrations ;,"Thomas, Peter (Peter R.), Thomas, Donna, O'Connell, Kathleen Ann, 1980-","Peter & Donna Thomas (Firm),Middle Tennessee State University,",SOUTHERNCV N7433.3 .L48 2015
Five delightful and irresistible things /,"Allix, Susan J., 1943-","Susan Allix,",2011.,"1 volume 40 pages, 1 folded-out] : illustrations (some color) ;",,Susan Allix (Firm),SEVIER XXN7433.4 .A44 F58 2011
Alexei /,"McDowall, Nicolas.","Old Stile Press,",1997.,"16 unnumbered pages : illustrations, portraits ;",,Old Stile Press.,SEVIER XXN7433.4 .M29 A44x 1997
A book of jugs /,"Powers, Alan, 1955-","Whittington Press,",1990.,20 unnumbered pages : illustrations ;,,,SEVIER XX(4651159.1)
Multiple world : an international survey of artists' books.,,"Atlanta College of Art Gallery, the Robert W. Woodruff Arts Center,",[1994],1 volume (unpaged) ;,,Atlanta College of Art.,SOUTHERNCV XXN7433.3 .M85 1994x
Doctor Mister Miracles's guide to miracle-making : a manual (abridged).,"Hockensmith, Josh,","Blue Bluer Books,Printed by R.B. Hull at Tri Printers, Inc.",2013.,20 unnumbered pages : color illustrations ;,,Blue Bluer Books (Firm),SOUTHERNCV XXN7433.4 .H62 D62 2013
"Book arts in the USA : conference summary : March 30-April 1, 1990, New York Penta Hotel, New York City /",,"Center for Book Arts,",©1991.,53 pages ;,,"Center for Book Arts (New York, N.Y.)Keens Company.",SOUTHERNCV XXN7433.35 .U6 B66 1991
An exquisite future.,,"Marginalia Press, Corcoran School of the Arts and Design, George Washington University,",2014.,"1 volume (unpaged, some pages folded) : color illustrations ;","McDermott, Sarah.","Marginalia Press.George Washington University.Corcoran College of Art + Design (Washington, D.C.)",SOUTHERNCV XXN7433.35 .U6 E97 2014
After resettlement /,"Meador, Clifton.","Clifton Meador,",2013.,1 volume (unpaged) : color illustrations  ;,,,SOUTHERNCV XXN7433.4 .M434 A74 2013
Illuminated by the light of television & Isolated by the glare of media  /,"Meador, Clifton.","C. Meador,",2010.,2 v. (unpaged) : chiefly ill. ;,,"Columbia College (Chicago, Ill.).",SOUTHERNCV XXN7433.4 .M43 I55 2010
Defeat / victory /,"Meador, Clifton.",,2013.,"2 folded leaves : chiefly ill., photos ;",,,SOUTHERNCV XXN7433.4 .M43 D4 2013
[Hands /,"Pirkle, Amy.","Perkolator Press,",2014.,1 v. : chiefly col. ill. ;,"Hughes, Sara Pirkle.",,SOUTHERNCV XX(4667095.1)
Southern girls /,"Perloff, Meryl,","Meryl Perloff,",2014.,20 unnumbered leaves : color illustrations ;,,,SOUTHERNCV XXN7433.4 .P467 S68 2014
Museum /,"Collins, Billy,","Red Hydra Press,",2014,10 unnumbered leaves ;,"Miller, Steve, 1950-","Red Hydra Press,Papeterie St-Armand,",SOUTHERNCV XXPS3553 .O47478 .M8 2014
Twelve fables set in the Shawnee Hills /,"Jones, Rodney, 1950-","Red Hydra Press,",2014.,[24] pages : illustrations ;,"Embree, Anna, Miller, Steve, 1950- Moore, Dana (Painter),","Red Hydra Press,",SOUTHERNCV XX(4667112.1)
Unbound /,"Peterson, Jessica,","Paper Souvenir,Short Twig Press, Longwood University,",2014.,1 volume (unpaged) : color illustrations ;,,"Paper Souvenir (Firm),Short Twig Press,",SOUTHERNCV XXN7433.4 .P48 U53 2014
Lining /,"Bookwalter, Denise,","Small Craft Advisory Press,",2013.,6 unnumbered folded leaves : illustrations ;,"Running, Lee Emma,","Small Craft Advisory Press,",SOUTHERNCV XXN7433.4 .B666 L56 2013
Alphabeta concertina /,"King, Ron, 1932-","Circle Press,",c1983.,1 strip ;,,Circle Press.,SEVIER NK8553.5 .K56 A4 1984
